"","ID","quarter","course level","prompt","age","gender","L1","other L1s","L at home","L studied","listening","reading","speaking","writing","lived in Span-speaking co","level","first_person_verb","second_person_verb","third_person_verb","total_main_verbs","total_verbs","Indicative_mood","Subjunctive_mood","Imperative_mood","Participle_mood","Gerund_mood","Infinitive_mood","Present_tense","Imperfect_tense","Future_tense","Preterit_tense","Conditional_tense","ADJECTIVE","CONJUNCTION","DETERMINER","NOUN","PRONOUN","ADVERB","ADPOSITION","VERB","NUMBER","DATE","INTERJECTION","PUNCTUATION","mtld","NumAdj","NumVb","NumTokens","self_assessment_score"
"225",146511,"W18","SPA 23","vacation","20","Female","English",NA,"no","none",3,2,2,2,"No",23,12,1,25,38,47,33,0,5,1,0,8,12,9,0,12,0,9,19,55,76,19,7,38,47,3,0,0,39,50.8839791356185,13,32,282,9
"226",146545,"S18","SPA 1","vacation","19","Male","English",NA,NA,"Last summer I self taught myself about 3 classes worth of Germany ",3,2,3,4,"No",1,11,0,11,22,30,22,0,0,0,0,8,19,0,0,1,2,13,12,20,30,12,16,15,30,3,0,0,25,68.7926692995347,12,20,150,12
"227",146651,"S19","SPA 3","terrible","20 yrs old","Female","Other","Vietnamese.","Yes, Vietnamese.","I have not studied any other languages before learning Spanish.",2,3,4,4,"No",3,24,0,11,35,52,35,0,0,6,0,11,13,5,0,17,0,9,17,31,49,25,17,44,52,6,1,0,46,47.4870246085011,11,32,253,13
"228",146651,"W19","SPA 2","terrible","20","Female","English,Other","Vietnamese","Yes, Vietnamese","I have not studied another language.",2,3,3,3,"No",2,21,0,18,39,52,39,0,0,4,1,8,8,12,0,19,0,7,27,40,59,20,7,36,52,5,2,0,38,35.7432065217391,11,36,259,11
"229",146721,"S18","SPA 3","vacation","19 years old","Female","English",NA,NA,"I studied French for four years in elementary school.",3,2,2,3,"No",3,30,1,9,40,51,36,3,1,3,0,8,10,4,0,2,23,19,21,47,63,8,13,42,51,0,0,0,57,63.0412912912913,22,33,262,10
"230",146721,"W18","SPA 2","vacation","19","Female","English",NA,"No","French, four years.",2,2,1,2,"No",2,34,2,6,42,55,39,1,2,1,0,12,35,2,0,3,0,12,18,55,75,9,12,46,55,2,2,0,73,39.082121471343,13,47,291,7
"231",146744,"W18","SPA 23","vacation","19","Female","English","no","no","no",4,3,2,4,"No",23,10,3,12,25,55,25,0,0,2,0,28,18,0,0,0,7,17,27,39,53,19,14,32,55,0,0,0,43,64,17,40,256,13
"232",146769,"W18","SPA 21","vacation","19","Female","English",NA,NA,NA,4,3,2,4,"No",21,17,0,26,43,66,41,2,0,1,1,21,37,0,0,0,6,15,20,40,56,22,10,28,66,0,0,0,30,62.5442238267148,16,53,262,13
"233",146880,"W18","SPA 23","vacation","19","Female","English",NA,NA,NA,3,2,3,4,"No",23,11,0,22,33,49,33,0,0,6,0,10,24,1,0,0,8,14,26,56,79,21,18,37,49,0,0,0,43,77.0205703599813,18,26,306,12
"234",146891,"SU17","SPA 2","vacation","19","Female","English",NA,NA,NA,2,2,1,1,"No",2,14,0,8,22,44,22,0,0,4,1,17,14,1,0,1,6,13,16,32,43,13,9,30,44,0,0,0,13,73.1912144702843,11,26,200,6
"235",146986,"F18","SPA 3","terrible","20","Female","Mandarin",NA,"I speak Mandarin and English. ","Mandarin since young. 

English since elementary school.

 ",3,4,3,3,"No",3,29,0,37,66,84,63,3,0,4,2,12,13,15,1,34,3,21,30,59,72,46,29,48,84,1,0,0,57,116.411754446143,23,64,386,13
"236",146986,"S18","SPA 2","vacation","21","Female","Mandarin","no","Mandarin","English, 10 years",1,1,1,2,"No",2,43,0,14,57,77,53,2,2,2,2,16,27,12,0,15,1,12,18,52,63,17,27,43,77,7,1,0,48,81.1956776739571,16,60,309,5
"237",146986,"W18","SPA 1","vacation","20","Female","Mandarin","No","Mandarin","English 

almost 10 years",3,1,1,2,"No",1,10,0,9,19,26,19,0,0,1,0,6,19,0,0,0,0,10,10,24,35,12,9,26,26,0,0,1,26,48.5616686272735,11,17,152,7
"238",146998,"F18","SPA 3","terrible","20","Male","Spanish","n/a","Spanish","n/a",5,4,5,3,"No",3,18,1,26,45,67,40,4,1,3,6,13,15,15,0,14,0,10,26,37,48,22,14,29,67,0,0,0,25,98.285882020989,9,49,250,17
"239",147011,"F18","SPA 3","terrible","20","Female","English",NA,NA,NA,2,3,1,3,"No",3,0,1,43,44,63,43,1,0,6,3,10,6,19,0,18,1,9,21,53,66,20,15,31,63,2,0,0,35,69.375,13,45,275,9
"240",147067,"W18","SPA 3","vacation","19","Female","English",NA,NA,NA,3,2,1,2,"No",3,11,0,23,34,60,33,1,0,5,0,21,33,1,0,0,0,12,14,36,75,15,11,32,60,0,0,0,44,46.75,16,48,255,8
"241",147116,"F18","SPA 21","terrible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,21,0,25,46,60,45,1,0,6,0,8,1,15,0,30,0,9,25,50,59,22,16,39,60,0,0,0,36,75.4055203926761,10,44,286,NA
"242",147212,"F18","SPA 2","terrible","20","Male","Mandarin","I do not choose other","Chinese","English, study for 14 years.",1,1,1,2,"No",2,15,0,19,34,51,33,1,0,3,0,14,9,12,0,12,1,19,15,33,46,24,26,38,51,2,0,0,32,60.8324468085106,22,37,257,5
"243",147212,"S18","SPA 1","vacation","19","Male","Mandarin","My native language is Chinese.","I speak Chinese in home.","I have studied English before I start learn Spanish. I have studied it for 14 years.",2,2,2,2,"No",1,16,0,9,25,27,25,0,0,2,0,0,10,0,0,15,0,12,9,20,50,3,5,22,27,4,0,0,25,46.3072236727589,16,19,154,8
"244",147258,"S18","SPA 3","vacation","20","Female","English",NA,"English at home.","French - 5 years",3,3,2,4,"No",3,17,0,18,35,56,30,4,1,1,0,20,27,0,2,0,5,33,20,35,43,21,18,33,56,0,0,0,37,119.037610619469,31,43,255,12
"245",147281,"F18","SPA 3","terrible","20","Female","English",NA,NA,NA,2,3,2,2,"No",3,8,0,29,37,52,37,0,0,6,0,9,12,10,1,13,1,17,23,44,50,20,16,30,52,4,0,0,27,76.1280526405774,16,31,254,9
"246",147294,"S18","SPA 3","vacation","19. I was born May 17th, 1998","I do not identify with either genders","English",NA,NA,NA,4,2,2,3,"No",3,19,4,27,50,61,41,5,4,2,0,9,31,3,6,0,6,12,20,29,51,26,26,26,61,1,0,0,36,43.1055841924399,15,34,251,11
"247",147295,"W18","SPA 22","vacation","20","Male","English",NA,NA,"Hebrew for four years",4,3,3,4,"No",22,5,3,32,40,49,35,3,2,4,1,4,32,0,0,6,0,25,26,36,67,10,19,27,49,0,0,0,32,64.3015331422592,27,23,264,14
"248",147329,"S18","SPA 1","vacation","19","Male","Mandarin",NA,"Madarin","I studied English for 11 years.",2,3,1,2,"No",1,8,0,8,16,21,16,0,0,3,1,1,10,2,0,4,0,18,8,23,50,7,7,13,21,1,0,0,37,91.4094395341439,21,15,151,8
"249",147522,"F19","SPA 3","terrible","21","Female","English",NA,"no","American Sign Language - 3 years",2,2,2,2,"No",3,16,0,32,48,65,46,2,0,5,1,11,8,24,0,16,0,23,27,41,57,13,10,27,65,1,0,0,40,98.7319853639226,27,38,261,8
"250",147522,"S19","SPA 2","terrible","21","Female","English","English","no","American Sign Language- 3 years ",2,3,2,3,"No",2,17,0,31,48,61,46,2,0,3,2,8,7,19,0,19,3,13,31,41,56,19,12,29,61,2,0,0,45,65.2850092164668,17,39,255,10
"251",147522,"W19","SPA 1","terrible","20 ","Female","English","n/a","no","ASL- 3 years",1,1,1,1,"No",1,12,0,16,28,39,28,0,0,7,0,4,23,0,0,5,0,4,13,30,37,12,3,19,39,1,0,0,24,62.5888568683958,8,29,157,4
"252",147578,"S18","SPA 1","vacation","20","Female","English",NA,NA,"French - 3 years",2,1,2,2,"No",1,8,0,13,21,35,21,0,0,0,0,14,20,0,0,0,1,14,11,35,55,4,3,32,35,0,0,1,53,34.4285127885955,15,17,191,7
"253",147705,"F18","SPA 1","terrible","23","Male","English","English","Mandarin.","Mandarin (7 years)",2,2,2,2,"No",1,13,0,3,16,28,16,0,0,6,1,5,16,0,0,0,0,4,9,29,36,12,10,22,28,2,0,0,25,44.6635071090047,9,20,152,8
"254",147705,"F19","SPA 3","terrible","24","Male","English",NA,"Chinese.","Chinese 9 years",2,2,2,2,"No",3,26,0,24,50,62,49,1,0,2,2,8,17,14,0,19,0,13,27,49,57,15,13,33,62,2,0,0,37,92.272578048056,13,46,272,8
"255",147712,"S18","SPA 2","vacation","19","Female","English","none","No","none",3,3,2,3,"No",2,4,12,21,37,59,35,2,0,1,0,21,28,6,0,3,0,19,8,33,78,11,18,34,59,0,0,0,49,67.585090119086,19,41,260,11
"256",147724,"W18","SPA 24","vacation","19","Female","English,Spanish",NA,"Spanish","French: 3 years ",4,5,5,3,"Yes",24,7,1,16,24,55,23,1,0,5,4,22,21,0,0,0,3,20,23,36,54,19,13,42,55,2,0,0,29,74.0485162556496,23,34,263,17
"257",147958,"F19","SPA 1","terrible","22","Female","Mandarin",NA,"Chinese-Mandarin","English: about 12 years

Japanese: about 1 year",1,1,1,1,"No",1,10,0,9,19,31,18,1,0,0,0,12,19,0,0,0,0,7,11,23,38,3,9,30,31,2,2,0,20,30.9694729832572,7,16,158,4
"258",148001,"S18","SPA 1","vacation","20","Female","Mandarin","mandarin","mandarin","english----17",2,1,2,1,"No",1,3,0,23,26,34,25,1,0,1,0,7,26,0,0,0,0,6,6,24,47,9,1,18,34,6,2,0,29,38.4113247863248,6,32,157,6
"259",148045,"F19","SPA 1","terrible","21","Female","Mandarin","na","no","no",1,1,1,1,"No",1,18,0,11,29,37,28,1,0,1,0,7,4,8,0,17,0,9,9,27,30,8,18,15,37,0,1,0,33,84.3374964884352,10,27,153,4
"260",148055,"S19","SPA 3","terrible","20","Female","English","English","No.",NA,2,3,3,3,"No",3,8,0,38,46,61,46,0,0,3,0,12,5,18,1,18,4,14,26,36,44,29,16,31,61,2,0,0,36,71.605943108122,15,42,252,11
"261",148235,"W18","SPA 24","vacation","20","Female","English","n/a","n/a","n/a",4,3,2,3,"No",24,20,0,20,40,69,38,2,0,5,2,22,20,4,0,3,13,22,27,48,67,17,15,44,69,0,2,0,40,112.364656043753,26,40,315,12
"262",148244,"S18","SPA 21","vacation","19","I do not identify with either genders","Mandarin",NA,"I don't speak English back home, but I speak Mandarin instead.","English: since the age of 8

German: I'm going to learn German this summer",3,2,3,4,"No",21,12,0,17,29,47,27,2,0,1,0,17,29,0,0,0,0,17,16,45,66,9,12,40,47,2,0,1,35,62.6864261168385,16,24,262,12
"263",148645,"F18","SPA 24","terrible","20","Female","English",NA,NA,NA,3,4,2,4,"No",24,4,1,31,36,38,35,1,0,1,0,1,31,2,0,3,0,24,31,48,57,20,17,25,38,0,0,0,32,58.8125316102478,26,20,263,13
"264",148645,"S18","SPA 23","vacation","19","Female","English",NA,NA,NA,3,3,3,4,"No",23,10,0,33,43,57,43,0,0,4,0,10,36,1,0,4,2,20,31,32,52,27,20,26,57,0,0,0,24,61.006809787627,24,30,268,13
"265",148645,"W18","SPA 22","vacation","19","Female","English","n/a","n/a","n/a",3,3,2,4,"No",22,21,1,13,35,50,35,0,0,1,0,14,17,2,0,0,16,14,30,38,64,13,19,35,50,0,0,0,26,70.6695779670757,15,30,265,12
"266",148649,"F18","SPA 2","terrible","20","Female","English",NA,NA,"I studied French in high school for 3 years ",2,3,4,3,"No",2,4,1,32,37,61,36,0,1,5,1,18,4,15,0,14,3,9,26,46,73,20,13,35,61,1,0,0,36,78.7456905673445,15,45,287,12
"267",148649,"S19","SPA 21","terrible","20 ","Female","English",NA,"No ","I studied French in high school for three years ",2,3,3,4,"No",21,15,0,31,46,75,43,3,0,4,4,21,6,19,0,20,1,8,35,48,63,31,26,52,75,4,1,0,34,97.3606918026129,9,56,342,12
"268",148664,"S18","SPA 2","vacation","22","Male","Other","Arabic","Yes. Arabic.","English since I was 13 (9 years).",2,2,2,2,"No",2,12,0,18,30,57,30,0,0,7,1,19,30,0,0,0,0,21,19,28,45,23,22,35,57,0,0,0,38,84.0826364977865,23,38,252,8
"269",148688,"S18","SPA 23","vacation","19","Female","English",NA,"No, only English",NA,4,3,2,3,"No",23,28,0,5,33,43,33,0,0,3,0,7,21,0,0,12,0,15,15,49,63,10,12,41,43,3,0,0,26,102.718663556978,17,34,254,12
"270",148784,"F19","SPA 3","terrible","21","Female","Other","Hmong","Hmong","I study chinese for 3 years in high school. ",2,2,1,1,"No",3,13,2,27,42,55,35,7,0,1,4,8,25,10,0,7,0,21,20,36,51,23,10,33,55,1,1,0,37,102.482544237207,18,39,253,6
"271",148784,"S18","SPA 2","vacation","20","Female","Other","Hmong","Hmong","I study Chinese three years in High school. ",2,1,1,2,"No",2,11,0,18,29,47,26,3,0,1,1,16,12,3,1,10,3,24,15,45,67,12,10,37,47,0,1,0,34,84.9389532979629,26,37,253,6
"272",148889,"S18","SPA 3","vacation","21","Female","English",NA,NA,"Italian, 1",3,3,2,3,"No",3,8,0,26,34,51,32,2,0,0,0,17,15,4,0,1,14,7,28,36,62,7,16,39,51,2,0,0,27,69.8320318347388,8,39,255,11
"273",148974,"F19","SPA 2","terrible","21 ","Female","English","I speak English mainly at home. ","I speak Hmong at home.","I studied French for 3 years. I studied Mandarin for 3 months. ",3,3,3,3,"No",2,5,0,38,43,63,42,1,0,6,1,13,12,16,0,15,0,6,11,51,67,20,15,24,63,1,0,0,49,46.2863278171789,11,41,257,12
"274",148989,"F19","SPA 3","terrible","21","Female","English,Other","Vietnamese","Vietnamese","None",2,3,1,2,"No",3,3,1,29,33,40,32,0,1,3,2,2,17,5,0,10,0,15,14,48,60,21,15,31,40,0,1,1,50,88.6058230683091,15,28,250,8
"275",148989,"S19","SPA 2","terrible","20","Female","Other","I'm not sure what would be considered my ""native language"". However, now I am more fluent in English than Vietnamese. I can still understand it when someone speaks, but I can't speak so well myself. I can also still read and write but it's not as strong as it used to be. ","Vietnamese","My first language was Vietnamese. Then I started learning English for about 1 year before moving to America, and continued learning English for the next 4 years until I became fluent enough. ",2,2,1,2,"No",2,2,1,37,40,55,38,1,1,10,2,3,2,14,1,22,0,13,20,38,50,30,5,31,55,4,0,0,38,54.7604981057065,20,31,252,7
"276",149040,"S19","SPA 3","terrible","21","Female","English",NA,"No","ASL - less than a year",3,3,3,3,"No",3,22,0,13,35,48,26,9,0,5,2,6,23,2,0,10,0,20,23,38,47,23,13,36,48,5,0,0,37,63.3437942559338,20,36,252,12
"277",149040,"W19","SPA 2","terrible","21","Female","English",NA,"no","ASL - a couple quarters",3,3,2,2,"No",2,15,1,34,50,63,47,3,0,4,0,9,17,6,0,27,0,8,23,56,66,29,15,42,63,4,1,0,39,45.5912148793035,11,48,306,10
"278",149103,"S18","SPA 2","vacation","25","Female","English","English/ Spanish","English/Spanish","English/Spanish",3,3,3,3,"No",2,2,7,21,30,46,27,0,3,2,1,13,26,0,0,1,0,16,17,45,72,14,9,48,46,0,0,0,26,95.1939307449167,14,29,262,12
"279",149149,"S18","SPA 24","vacation","19","Female","English"," NA","I sometimes speak Spanish with my family.","I have studied Spanish for 6 years. 4 years in high school and almost two years in college.",4,4,4,3,"No",24,17,0,12,29,57,29,0,0,4,4,20,25,3,0,1,0,7,17,50,69,10,8,45,57,1,0,0,27,77.3180428134557,12,30,262,15
"280",149149,"W18","SPA 23","vacation","19","Female","English",NA,"Sometimes Spanish with my extended family.","I have studied Spanish for 6 years, four years in high school and almost two years in college.",3,4,4,4,"No",23,14,0,13,27,58,27,0,0,1,0,30,26,1,0,0,0,14,17,65,74,13,9,45,58,0,0,1,25,65.4523626420576,14,44,292,15
"281",149172,"S18","SPA 3","vacation","24","Female","English",NA,NA,"Khmer: 12 weeks ",3,3,1,2,"No",3,4,0,7,11,17,9,2,0,0,1,5,3,2,0,1,5,6,11,10,21,4,3,11,17,0,0,0,12,101.15,6,14,85,9
"282",149189,"F18","SPA 1","terrible","20","Female","English",NA,"Spanish","French 4 years",3,3,3,2,"No",1,0,2,15,17,23,14,1,2,2,1,3,8,6,0,1,0,16,10,27,37,12,9,16,23,2,0,0,12,33.627378435518,18,15,151,11
"283",149219,"F19","SPA 3","terrible","20","Male","English","English","Vietnamese ",NA,2,1,2,2,"No",3,23,0,19,42,52,42,0,0,1,1,8,12,12,0,18,0,14,14,41,52,16,29,34,52,2,0,0,33,81.1766968947513,13,39,254,7
"284",149219,"S19","SPA 2","terrible","20","Male","English",NA,"Vietnamese","Japanese 3 months",2,2,1,1,"No",2,14,0,26,40,48,39,1,0,1,0,7,6,25,0,9,0,14,19,48,61,22,22,19,48,0,0,0,28,36.8830742428303,15,33,251,6
"285",149219,"W19","SPA 1","terrible","20","Male","English",NA,"Vietnamese","Japanese - 2 months",2,2,2,1,"No",1,17,0,11,28,41,26,2,0,1,1,11,27,0,0,1,0,3,8,26,38,16,9,13,41,0,0,0,24,38.5,4,33,154,7
"286",149289,"S18","SPA 21","vacation","22","Female","Other","Farsi","Farsi",NA,2,2,1,3,"No",21,2,0,28,30,64,30,0,0,1,0,33,29,0,0,0,1,14,23,27,51,31,10,33,64,1,0,0,23,60.5824264962811,16,53,251,8
"287",149431,"W19","SPA 3","terrible","21","Female","English",NA,"No","I studied French for less than a year. ",3,3,3,3,"No",3,8,1,40,49,59,38,9,2,4,0,6,30,10,0,7,0,20,30,59,80,21,35,44,59,1,0,0,66,50.9374027671874,24,36,345,12
"288",149526,"S19","SPA 3","terrible","21","Female","English",NA,"No",NA,4,4,3,3,"No",3,8,0,29,37,50,36,1,0,10,0,3,6,12,0,19,0,10,19,42,74,18,13,31,50,6,0,0,55,47.4391344102408,14,25,264,14
"289",149546,"W18","SPA 22","vacation","24","Male","English","n/a","No","N/a",3,3,3,3,"No",22,16,0,9,25,40,24,1,0,0,1,14,11,0,10,0,4,16,20,47,70,13,8,44,40,0,0,0,28,71.2261408867907,16,32,256,12
"290",149555,"W18","SPA 3","vacation","19","Female","English","i picked english","No","none",3,2,2,2,"No",3,9,0,31,40,58,38,1,1,2,0,16,30,1,0,0,8,16,13,40,56,25,17,32,58,1,0,0,32,54.3025219298246,18,37,257,9
"291",149652,"W18","SPA 2","vacation","19","Female","English",NA,NA,NA,3,2,2,3,"No",2,1,0,27,28,39,25,3,0,4,0,7,28,0,0,0,0,21,23,49,78,6,14,36,39,1,0,0,42,50.5595744680851,19,25,267,10
"292",149791,"F18","SPA 3","terrible","19",NA,"English",NA,"No",NA,3,2,2,3,"No",3,0,0,33,33,54,32,1,0,1,4,16,7,15,0,10,1,9,11,55,59,26,12,22,54,2,0,0,43,46.0082944530845,11,46,250,10
"293",149803,"W18","SPA 23","vacation","22","Female","Spanish","none","Spanish, a little bit of Italian","French, 4 years",5,5,4,4,"No",23,6,0,18,24,59,24,0,0,0,1,34,7,0,0,0,17,10,22,39,75,21,11,49,59,0,0,0,38,53.4271347248577,10,49,292,18
"294",150031,"W18","SPA 23","vacation","19","Female","English",NA,NA,NA,3,2,2,3,"No",23,12,0,20,32,57,29,3,0,5,0,20,22,3,1,0,6,11,27,45,76,7,2,31,57,0,0,0,36,86.8764479175539,13,47,254,10
"295",150075,"S18","SPA 24","vacation","20","Female","English","n/a ","Tagalog (Filipino)","French-- 4 years ",3,2,2,4,"No",24,1,0,44,45,65,39,6,0,0,0,20,41,2,1,0,1,19,31,65,99,27,23,49,65,3,0,0,53,61.5235334856269,19,46,384,11
"296",150075,"W18","SPA 23","vacation","20","Female","English","-n/a ","#NAME?","-French: 4 years 

-Filipino: 3 months ",3,2,1,4,"No",23,2,0,26,28,49,28,0,0,2,1,18,26,0,0,0,2,18,17,51,52,19,13,32,49,0,0,0,41,62.8500195092841,16,31,250,10
"297",150085,"F19","SPA 2","terrible","21","Female","English",NA,"No.",NA,3,3,2,2,"No",2,1,1,41,43,50,41,2,0,3,0,4,6,13,0,24,0,17,14,42,76,20,12,33,50,2,0,0,47,61.0602836879433,17,36,268,10
"298",150088,"W18","SPA 24","vacation","20","Female","English",NA,"tagalog/filipino ","n/a",3,3,3,4,"No",24,22,1,17,40,66,36,3,1,3,0,23,23,2,3,0,11,20,14,49,63,25,11,38,66,0,0,0,40,122.279562755805,23,48,284,13
"299",150094,"F18","SPA 2","terrible","20","Female","English",NA,"No",NA,1,2,2,3,"No",2,13,0,27,40,54,40,0,0,1,1,12,5,9,0,24,2,13,16,54,70,31,10,36,54,6,0,0,46,58.2,15,44,291,8
"300",150094,"W19","SPA 3","terrible","21","Female","English",NA,"Cantonese and Vietnamese ","No",2,3,2,3,"No",3,1,0,43,44,57,44,0,0,4,0,9,4,15,0,24,1,5,19,33,55,29,18,27,57,4,0,0,38,50.6189520840819,9,43,256,10
"301",150185,"F18","SPA 23","terrible","20","Female","English","n/a","no","n/a",2,3,3,4,"No",23,24,0,27,51,70,50,1,0,5,2,12,2,14,0,35,0,5,28,42,56,25,30,41,70,3,0,0,33,69.0194896681277,12,52,297,12
"302",150185,"S18","SPA 22","vacation","20","Female","English",NA,NA,"None",3,2,3,3,"No",22,18,0,20,38,59,36,2,0,7,1,13,24,3,0,11,0,18,20,41,56,11,12,34,59,2,0,0,21,97.8312850025648,23,35,251,11
"303",150185,"W19","SPA 24","terrible","21","Female","English",NA,NA,NA,3,3,3,3,"No",24,29,0,59,88,114,84,4,0,11,5,10,15,30,0,42,1,34,54,90,116,35,33,70,114,4,0,0,54,64.3402777777778,40,75,545,12
"304",150194,"F18","SPA 2","terrible","20","Female","English",NA,NA,"Japanese - 1 year",2,3,2,3,"No",2,5,1,37,43,54,41,2,0,3,0,8,41,0,0,2,0,17,19,51,65,9,6,17,54,0,1,0,29,59.7549431189261,20,29,250,10
"305",150244,"S19","SPA 3","terrible","21 years old. ","Female","English,Other","English and Vietnamese are my native languages. ","Vietnamese.","Not applicable. ",3,3,3,3,"No",3,28,0,32,60,83,59,1,0,8,6,9,13,24,1,19,3,14,29,39,54,27,32,37,83,3,0,0,44,113.003731082247,21,58,316,12
"306",150244,"W19","SPA 2","terrible","21","Female","English,Other","I speak both Vietnamese and English. ","Vietnamese","No, I have not studied other languages. ",2,3,2,3,"No",2,19,0,38,57,73,55,2,0,4,1,11,24,14,0,16,3,21,15,35,48,28,24,28,73,0,0,0,61,120.437027707809,22,48,266,10
"307",150253,"S18","SPA 24","vacation","20","Female","English",NA,NA,NA,3,4,4,4,"No",24,12,0,18,30,50,30,0,0,6,1,13,26,0,2,0,2,13,21,44,63,12,18,37,50,0,0,0,33,66.5,13,35,266,15
"308",150253,"W18","SPA 23","vacation","19","Female","English",NA,NA,NA,3,3,3,4,"No",23,12,0,23,35,54,34,1,0,2,1,16,28,0,7,0,0,19,19,37,59,22,14,34,54,0,0,1,53,77.3394848740345,19,45,258,13
"309",150270,"F19","SPA 1","terrible","21","Male","Mandarin","Mandarin Chinese","I speak mandarin to my parents at home.","I studied Japanese for three years.",1,2,2,2,"No",1,10,0,11,21,26,21,0,0,1,0,4,13,3,0,5,0,9,11,20,29,15,15,19,26,2,0,0,21,70.6927374301676,10,17,152,7
"310",150312,"S18","SPA 22","vacation","20","Female","English","n/a","No","N/a",3,3,4,4,"Yes",22,5,9,31,45,65,44,1,0,2,1,17,33,4,0,1,7,14,22,40,67,14,13,36,65,1,0,0,43,48.433525719645,16,43,281,14
"311",150447,"W18","SPA 23","vacation","19","Female","English",NA,"Spanish",NA,4,4,3,3,"No",23,1,4,31,36,57,22,11,3,1,8,12,32,0,0,1,0,20,29,36,48,22,8,34,57,0,1,0,15,47.4265193370166,24,39,251,14
"312",150477,"S19","SPA 2","terrible","20","Female","English",NA,"No.",NA,4,3,2,1,"No",2,27,2,23,52,65,49,2,1,2,5,6,19,18,0,14,0,11,27,43,51,29,17,27,65,2,1,0,45,77.399925582654,11,46,274,10
"313",150530,"S18","SPA 2","vacation","19","Female","English",NA,NA,NA,3,2,3,3,"No",2,18,0,21,39,47,36,3,0,3,0,5,27,4,0,8,0,16,15,29,76,14,18,23,47,2,0,0,50,88.2328768197791,20,31,257,11
"314",150535,"F18","SPA 21","terrible","20","Female","English",NA,"No ","French, 1 year ",3,4,3,4,"No",21,13,0,29,42,51,41,1,0,3,0,6,39,0,0,1,2,28,20,63,64,20,22,23,51,0,0,0,41,69.5314009661836,28,33,296,14
"315",150535,"S18","SPA 3","vacation","19","Female","English",NA,NA,"French, one year",4,2,2,3,"No",3,21,0,21,42,60,42,0,0,2,0,16,25,0,0,1,16,9,22,49,71,4,12,34,60,0,0,2,41,59.4,12,51,264,11
"316",150535,"W18","SPA 3","vacation","19","Female","English",NA,NA,"French

One year",3,2,2,3,"No",3,19,1,20,40,47,39,0,1,2,0,5,21,3,0,15,0,13,11,52,78,22,10,38,47,3,0,0,50,53.2297994269341,18,34,274,10
"317",150535,"W19","SPA 22","terrible","20","Female","English",NA,NA,"French 1 year",3,4,3,4,"No",22,1,1,38,40,67,40,0,0,9,1,17,3,13,0,19,5,6,24,51,63,22,16,37,67,1,18,0,37,47.7977593363325,12,50,302,14
"318",150623,"S19","SPA 1","terrible","21","Female","Mandarin","No ""other"".","YES, Chinese","None.",1,2,1,2,"No",1,1,3,20,24,27,21,2,1,1,0,2,23,0,0,0,0,10,10,42,32,8,1,19,27,1,4,0,27,36.7386363636364,12,20,159,6
"319",150896,"S18","SPA 3","vacation","20","Female","English","no","no","French- 4 years",3,2,2,3,"No",3,21,0,17,38,59,32,6,0,2,0,19,36,1,0,1,0,15,21,32,66,14,9,33,59,0,0,0,42,52.7692913385827,14,45,251,10
"320",150981,"F19","SPA 23","terrible","21","Female","English",NA,"No","None",2,3,2,3,"No",23,7,2,36,45,65,43,2,0,15,3,2,9,18,0,15,3,10,26,58,67,18,28,33,65,4,0,0,54,65.0484540884653,18,40,311,10
"321",151053,"S19","SPA 1","terrible","20","Female","English",NA,"Tagalog","French - 6 years (2 years in middle school, 4 years in high school)",1,1,1,1,"No",1,19,0,11,30,34,30,0,0,1,0,3,28,0,0,2,0,5,13,22,35,12,9,20,34,1,0,0,27,45.2477718360071,7,21,152,4
"322",151092,"W18","SPA 23","vacation","19","Female","English,Other","Arabic as well

 ","Arabic",NA,3,2,3,3,"No",23,6,3,28,37,50,35,2,0,6,1,6,29,3,0,5,0,18,20,34,86,17,13,20,50,1,0,1,60,71.2393388567153,27,24,263,11
"323",151248,"W18","SPA 3","vacation","19","Male","English",NA,NA,NA,4,3,3,4,"No",3,7,5,20,32,51,29,3,0,5,0,14,24,4,0,4,0,14,16,53,72,6,6,34,51,3,0,0,41,54.0707581227437,17,29,253,14
"324",151255,"W18","SPA 24","vacation","19","Male","Spanish","none","spanish","n/a",4,5,5,4,"No",24,8,0,31,39,63,33,6,0,7,4,13,39,0,0,0,0,13,32,62,67,29,9,30,63,0,0,0,20,47.7071651090343,19,38,304,18
"325",151385,"F18","SPA 2","terrible","20 years old","Female","English,Other","Vietnamese","Vietnamese",NA,2,2,2,2,"No",2,11,0,30,41,65,40,1,0,11,3,10,21,4,4,10,2,10,23,33,44,28,23,34,65,0,0,0,27,67.9251885014138,11,45,261,8
"326",151385,"W19","SPA 3","terrible","20","Female","Other","Vietnamese","Vietnamese","None",3,3,3,3,"No",3,10,0,38,48,67,47,1,0,8,2,9,11,20,1,16,0,15,31,41,50,23,18,40,67,2,0,0,29,75.6760996456118,16,49,283,12
"327",151388,"F19","SPA 2","terrible","21","Male","English","English","Nope","Just Spanish and English",2,3,2,3,"No",2,5,0,31,36,41,31,5,0,3,0,2,32,1,0,2,1,20,18,55,67,13,16,23,41,1,0,0,32,43.5666666666667,25,20,254,10
"328",151422,"S18","SPA 21","vacation","20","Female","English",NA,NA,NA,2,2,1,2,"No",21,17,0,16,33,60,29,4,0,0,2,25,17,3,0,1,12,16,17,38,58,16,11,36,60,0,0,0,38,65.3449248120301,17,41,251,7
