"","ID","quarter","course level","prompt","age","gender","L1","other L1s","L at home","L studied","listening","reading","speaking","writing","lived in Span-speaking co","level","first_person_verb","second_person_verb","third_person_verb","total_main_verbs","total_verbs","Indicative_mood","Subjunctive_mood","Imperative_mood","Participle_mood","Gerund_mood","Infinitive_mood","Present_tense","Imperfect_tense","Future_tense","Preterit_tense","Conditional_tense","ADJECTIVE","CONJUNCTION","DETERMINER","NOUN","PRONOUN","ADVERB","ADPOSITION","VERB","NUMBER","DATE","INTERJECTION","PUNCTUATION","mtld","NumAdj","NumVb","NumTokens","self_assessment_score"
"861",199706,"S19","SPA 3","terrible","18","Female","English",NA,"no",NA,2,3,2,3,"No",3,16,1,32,49,54,47,1,1,1,1,3,17,7,1,23,0,18,10,47,54,22,19,24,54,3,1,0,41,96.9041700592026,20,43,255,10
"862",199706,"W19","SPA 2","terrible","18","Female","English",NA,NA,NA,2,3,2,3,"No",2,26,0,23,49,72,48,1,0,5,1,17,24,9,0,15,1,13,13,38,50,18,30,25,72,0,0,0,44,57.0051927254545,15,48,256,10
"863",199738,"F19","SPA 1","terrible","19","Male","English",NA,"Vietnamese",NA,2,1,1,1,"No",1,13,0,11,24,39,23,1,0,2,0,13,23,0,0,1,0,9,15,15,21,14,17,14,39,2,2,0,27,44.9065550383418,14,19,150,5
"864",199831,"F18","SPA 2","terrible","18","Female","English",NA,"Tagalog","None besides Spanish ",3,3,2,3,"No",2,17,0,22,39,52,38,1,0,4,3,6,8,16,0,15,0,11,21,42,60,13,24,30,52,3,0,0,46,58.8615117521367,19,35,257,11
"865",199831,"W19","SPA 3","terrible","18","Female","English,Other","Tagalog","Tagalog","None",3,4,3,3,"No",3,23,0,24,47,63,46,1,0,5,1,10,6,14,0,27,0,13,14,47,55,23,22,36,63,1,0,0,39,103.799019607843,17,43,275,13
"866",199871,"S19","SPA 1","terrible","19","Male","Mandarin",NA,"Chinese","English：10 years",1,1,1,1,"No",1,7,0,15,22,28,22,0,0,0,0,6,22,0,0,0,0,29,16,20,33,15,3,11,28,0,0,0,38,36.7626353790614,31,18,154,4
"867",199988,"S19","SPA 24","terrible","18","Female","English",NA,"Spanish",NA,4,4,4,3,"No",24,16,1,27,44,68,38,6,0,8,2,14,7,17,0,19,1,19,27,64,74,21,22,71,68,3,0,0,48,57.1511804467085,24,44,376,15
"868",199993,"W19","SPA 23","terrible","18","Female","English",NA,NA,NA,4,4,3,3,"No",23,8,3,26,37,58,35,1,1,2,2,17,19,7,0,8,2,11,15,42,66,22,17,34,58,1,0,0,45,80.2672605790646,12,37,255,14
"869",200110,"F19","SPA 3","terrible","20 ","Female","English",NA,"Urdu ",NA,2,3,3,3,"No",3,8,0,34,42,53,39,3,0,4,0,7,2,20,0,20,0,18,28,32,45,13,33,31,53,0,0,0,32,54.2478187759319,21,26,253,11
"870",200110,"S19","SPA 2","terrible","19","Female","English",NA,"Urdu ",NA,2,3,3,3,"No",2,10,0,27,37,53,36,1,0,6,0,10,6,16,0,15,0,13,21,39,59,9,28,32,53,2,0,0,40,112.878440366972,19,32,255,11
"871",200218,"F19","SPA 3","terrible","19","Female","English",NA,NA,NA,1,4,2,2,"No",3,0,0,43,43,50,42,1,0,0,0,7,7,8,0,27,1,17,28,64,64,22,24,30,50,2,0,0,43,42.1465782145338,17,42,301,9
"872",200401,"F18","SPA 22","terrible","18","Female","English",NA,NA,"farsi, one year, when i was 5 ",3,3,3,3,"No",22,4,0,47,51,59,50,1,0,6,1,1,40,1,1,9,0,10,19,61,86,20,19,53,59,3,1,0,74,70.00314194558,13,45,327,12
"873",200507,"F19","SPA 3","terrible","19","Female","English",NA,NA,NA,3,4,3,3,"No",3,8,0,26,34,43,34,0,0,5,0,4,13,4,0,17,0,15,24,49,56,22,18,25,43,2,0,0,42,47.8923124964515,16,28,253,13
"874",200553,"F18","SPA 1","terrible","18","Female","Other","Punjabi.","Punjabi.","Portuguese. ",1,2,1,2,"No",1,0,2,21,23,26,21,0,2,1,0,2,21,0,0,0,0,7,10,30,37,12,7,13,26,7,1,0,25,28.0969696969697,8,15,152,6
"875",200564,"S19","SPA 1","terrible","I am 19.","Female","English,Other","English/Cantonese","Cantonese","Portuguese (2 years), Mandarin (11 years)",1,2,2,1,"No",1,13,1,13,27,31,26,1,0,1,0,3,26,0,0,1,0,6,17,23,36,18,9,11,31,0,0,0,22,44.8264040846098,7,23,151,6
"876",200620,"F18","SPA 1","terrible","I am eighteen years old.","Female","Mandarin",NA,"The language that I speak at home is Chinese.","I studied English before learning Spanish. I studied English for ten years.",1,1,1,2,"No",1,21,0,3,24,30,24,0,0,3,0,3,1,0,0,23,0,5,12,28,31,10,7,20,30,0,2,1,28,39.2977144203582,8,24,151,5
"877",200620,"F19","SPA 21","terrible","19","Female","Mandarin","Chinese","Chinese","English

I learn English for 6 years.",3,3,2,3,"No",21,10,0,28,38,52,38,0,0,7,3,4,0,15,0,23,0,18,19,46,53,22,11,24,52,1,0,1,39,69.5648647168404,25,36,252,11
"878",200620,"S19","SPA 3","terrible","18","Female","Mandarin",NA,"Yes. Chinese. ","English",1,3,2,3,"No",3,23,0,20,43,61,41,2,0,6,2,10,5,15,0,20,3,30,22,58,66,27,11,51,61,0,0,0,38,87.0477569079926,31,46,335,9
"879",200654,"F19","SPA 21","terrible","19 turning 20","Female","Mandarin","/","Yes. I speak Mandarin at home. ","I have been studying English for 12 years. ",2,3,2,2,"No",21,19,0,28,47,59,46,1,0,9,0,3,9,8,1,29,0,20,26,44,47,28,17,23,59,1,0,1,42,64.1362559241706,27,38,266,9
"880",200689,"F18","SPA 3","terrible","18","Female","English",NA,NA,NA,2,3,3,3,"No",3,9,0,27,36,52,35,1,0,3,0,13,9,12,0,15,0,9,21,46,55,19,18,33,52,2,0,0,25,48.2542635658915,13,40,251,11
"881",200746,"F19","SPA 21","terrible","19","Female","Other","My native languages would be Vietnamese and English.","yes I do Vietnamese ","none",4,3,3,3,"No",21,13,0,27,40,56,39,1,0,4,2,10,17,8,0,15,0,10,22,45,53,20,14,43,56,1,0,0,32,57.1101123595506,11,41,262,13
"882",200843,"S19","SPA 3","terrible","19","Female","English",NA,"korean","korean",3,3,3,3,"No",3,9,0,22,31,37,29,2,0,4,0,2,18,0,0,13,0,25,19,50,58,16,17,32,37,0,0,0,25,32.2897354182762,28,19,254,12
"883",200843,"W19","SPA 2","terrible","18","Female","English",NA,NA,"hebrew - 1 yr

korean - 6 months ",1,2,2,2,"No",2,15,1,22,38,45,35,3,0,3,0,4,26,1,0,11,0,11,21,40,61,25,24,23,45,0,0,0,56,46.754128440367,13,31,249,7
"884",200972,"F19","SPA 1","terrible","19","Female","English","English ","Cantonese","Cantonese (9)
Mandarin (5) 
Korean(2)",2,2,2,2,"No",1,4,0,17,21,27,21,0,0,3,0,3,15,2,0,4,0,9,8,25,35,15,9,22,27,1,4,1,27,54.4789491997216,6,22,161,8
"885",201049,"F18","SPA 3","terrible","18","Female","English",NA,"Twi and Fante spoken at home (Ghanaian Languages)","Russian: 1 year",3,3,3,3,"No",3,18,2,27,47,57,42,5,0,3,0,7,13,5,0,28,1,9,30,38,50,26,11,24,57,1,2,1,35,85.250377494308,9,40,250,12
"886",201124,"F18","SPA 3","terrible","18","Female","Spanish",NA,"Spanish","Japanese (1 year)",3,3,3,3,"Yes",3,16,0,29,45,56,42,3,0,2,3,6,23,16,0,6,0,9,27,43,49,30,11,31,56,2,0,0,28,60.1418918918919,10,32,258,12
"887",201124,"W19","SPA 21","terrible","18","Female","Spanish",NA,"spanish","japanese",4,3,2,3,"Yes",21,4,0,32,36,61,36,0,0,2,6,17,5,18,0,13,0,7,14,53,54,31,14,43,61,9,0,0,35,50.9096827621353,8,51,287,12
"888",201268,"S19","SPA 21","terrible","19","Female","English",NA,NA,NA,3,4,3,4,"No",21,12,3,23,38,54,36,2,0,3,0,13,19,4,3,12,0,11,24,45,57,13,14,39,54,1,0,0,44,94.8046420958662,13,37,251,14
"889",201397,"F18","SPA 2","terrible","18","Female","English",NA,NA,NA,3,3,3,3,"No",2,0,1,52,53,66,51,2,0,3,3,7,22,8,0,22,1,5,24,41,68,27,17,36,66,1,0,0,60,60.0461974429946,8,40,286,12
"890",201397,"F19","SPA 24","terrible","19","Female","English",NA,"no","no",3,4,3,3,"No",24,0,0,46,46,69,41,5,0,5,3,15,1,19,0,26,0,11,19,40,64,22,13,48,69,1,1,1,41,78.4691756619031,13,53,292,13
"891",201397,"S19","SPA 23","terrible","19","Female","English","English",NA,NA,4,4,3,3,"No",23,0,0,37,37,59,36,1,0,9,2,11,1,14,0,21,1,6,16,34,61,22,5,42,59,2,1,0,34,52.646439628483,10,39,256,14
"892",201397,"W19","SPA 22","terrible","18","Female","English",NA,NA,NA,3,3,2,3,"No",22,0,2,53,55,71,51,3,1,1,2,13,16,12,0,25,1,6,27,36,58,27,21,40,71,1,1,0,40,65.929788213628,6,51,289,11
"893",201429,"F19","SPA 23","terrible","19","Male","English",NA,NA,NA,2,2,2,2,"No",23,17,1,63,81,96,80,1,0,5,2,8,44,21,0,15,1,20,50,82,109,53,30,60,96,0,1,0,123,77.7629233511586,21,59,500,8
"894",201565,"F18","SPA 23","terrible","18","Female","English",NA,NA,NA,4,4,4,4,"No",23,12,0,26,38,52,37,1,0,6,0,8,11,8,0,16,3,13,18,52,66,16,17,28,52,1,1,1,55,78.1789620202824,17,27,264,16
"895",201663,"F18","SPA 2","terrible","17","Female","English","English is my native language. ","I do not speak another language besides English at home. ","I studied Chinese (Mandarin) for approximately 3 years when I was in elementary school. ",3,3,3,4,"No",2,1,0,27,28,47,27,1,0,4,11,4,26,0,0,2,0,21,20,37,68,17,13,27,47,6,0,0,38,87.9413934762213,26,28,255,13
"896",201663,"W19","SPA 3","terrible","18","Female","English",NA,NA,NA,2,3,3,3,"No",3,28,0,10,38,58,37,1,0,5,2,13,34,1,0,2,1,17,27,27,53,18,24,40,58,4,0,0,42,93.3043664151464,21,30,268,11
"897",201893,"F19","SPA 21","terrible","19","Female","English","English",NA,"Japanese for 2 years",3,4,3,4,"No",21,13,2,36,51,64,49,2,0,4,0,9,11,21,0,19,0,4,31,55,67,31,16,36,64,5,2,1,34,93.3042147186471,6,50,314,14
"898",201910,"W19","SPA 2","terrible","18","Male","Spanish",NA,NA,NA,3,4,2,2,"No",2,7,1,21,29,51,22,7,0,2,6,14,19,7,0,3,0,5,23,47,57,28,7,29,51,4,0,0,27,38.2081295427529,10,32,251,11
"899",202213,"F18","SPA 3","terrible","18 years old. ","Female","English",NA,"No. ","None. ",4,4,4,4,"No",3,21,0,16,37,56,34,3,0,4,0,15,11,12,1,12,1,9,27,40,54,16,15,29,56,1,0,0,29,84,13,40,252,16
"900",202213,"F19","SPA 23","terrible","19 years old","Female","English",NA,"No",NA,4,4,4,4,"No",23,14,0,26,40,53,39,1,0,4,0,9,10,18,0,11,1,13,20,41,48,26,18,36,53,0,0,0,33,107.066703827573,16,31,263,16
"901",202213,"S19","SPA 22","terrible","19 years","Female","English",NA,"No",NA,4,4,4,4,"No",22,24,0,23,47,62,46,1,0,6,0,9,10,17,0,18,2,18,31,46,53,27,11,33,62,2,1,0,39,78.7453802494665,21,43,285,16
"902",202213,"W19","SPA 21","terrible","19","Female","English",NA,"No.",NA,4,4,3,4,"No",21,15,1,25,41,46,41,0,0,1,2,2,10,17,0,11,3,24,22,46,62,22,19,31,46,1,0,0,49,60.0705882352941,22,36,276,15
"903",202280,"F19","SPA 21","terrible","19","Female","English","English","No.",NA,4,4,2,3,"No",21,9,0,31,40,53,39,0,1,3,1,9,14,14,0,10,1,13,13,38,53,18,28,35,53,3,3,0,36,98.830253757083,15,36,256,13
"904",202280,"S19","SPA 3","terrible","19","Female","English",NA,"No",NA,3,3,1,2,"No",3,0,0,36,36,47,36,0,0,1,0,10,21,1,0,14,0,16,11,36,83,17,7,21,47,0,0,0,50,56.0773219542496,17,27,250,9
"905",202280,"W19","SPA 2","terrible","19","Female","English",NA,"No.","I studied Spanish in high school for 2 years.",2,2,1,2,"No",2,0,0,48,48,63,48,0,0,2,3,10,2,9,0,37,0,7,6,50,61,34,12,22,63,0,0,0,53,51.4905598339843,7,48,250,7
"906",202301,"F18","SPA 23","terrible","18","Female","English","n/a","no

 ","no

 ",3,3,3,2,"Yes",23,2,1,33,36,49,34,2,0,3,2,8,22,12,0,2,0,19,22,49,54,19,20,18,49,2,0,0,41,52.5360486891386,21,32,253,11
"907",202301,"W19","SPA 24","terrible","18","Female","English",NA,NA,NA,3,3,2,3,"No",24,4,8,15,27,56,24,3,0,9,6,14,25,0,0,2,0,15,16,67,78,20,13,56,56,0,1,1,63,55.3302631578947,22,31,321,11
"908",202332,"F18","SPA 1","terrible","18","Male","English",NA,NA,NA,2,2,3,3,"No",1,12,2,20,34,43,34,0,0,1,0,8,34,0,0,0,0,13,15,20,19,20,13,7,43,1,0,2,38,42.7928802588997,14,29,154,10
"909",202332,"F19","SPA 21","terrible","19","Male","English",NA,"No ",NA,1,3,2,2,"No",21,19,0,19,38,49,38,0,0,4,0,7,28,2,0,8,0,18,31,37,45,26,18,24,49,2,1,0,33,46.1707740916272,21,26,262,8
"910",202332,"S19","SPA 3","terrible","19 ","Male","English",NA,"No ","No other languages ",1,2,1,2,"No",3,28,0,15,43,48,43,0,0,3,0,2,29,1,0,13,0,12,31,28,40,35,25,11,48,2,0,0,28,39.9835796387521,18,25,250,6
"911",202332,"W19","SPA 2","terrible","19","Male","English",NA,NA,NA,1,1,2,1,"No",2,7,1,29,37,40,34,3,0,1,0,2,5,2,0,29,1,11,18,49,67,18,19,20,40,2,1,0,28,33.3073050707641,12,20,251,5
"912",202341,"S19","SPA 24","terrible","19","Female","English",NA,"No I do not. ","I have not studied any other languages aside from Spanish and my native language (English). ",3,4,3,4,"No",24,0,0,40,40,55,38,2,0,3,1,11,0,27,0,12,1,16,24,66,76,24,18,50,55,1,1,0,48,67.8,20,31,339,14
"913",202341,"W19","SPA 23","terrible","19","Female","English",NA,NA,"No",3,4,3,3,"No",23,0,0,53,53,71,51,1,1,4,1,13,4,27,0,18,3,10,28,56,62,42,29,41,71,1,1,0,51,84.7575301204819,12,51,337,13
"914",202642,"W19","SPA 22","terrible","18","Female","English",NA,"No.","Studied French for a year after taking 3 years of Spanish.  ",3,4,4,3,"Yes",22,15,0,29,44,73,44,0,0,10,0,19,15,5,0,24,0,13,24,45,75,16,30,27,73,0,0,1,68,103.802647412756,19,45,304,14
"915",202709,"F18","SPA 3","terrible","18","Female","English","na","no","Latin - 1 year",2,3,2,3,"No",3,10,5,34,49,56,45,2,2,2,0,5,29,7,0,9,2,10,18,37,64,27,13,29,56,2,1,1,80,72.7382077042167,12,37,255,10
"916",202775,"W19","SPA 2","terrible","18","Female","English",NA,NA,NA,3,3,2,3,"No",2,15,0,20,35,52,33,2,0,1,1,15,30,2,0,3,0,19,29,40,43,17,32,22,52,1,0,0,44,41.6333605220228,20,29,255,11
"917",202786,"F18","SPA 3","terrible","18","Female","English",NA,NA,NA,2,2,2,3,"No",3,9,0,21,30,40,27,3,0,1,0,9,14,9,0,7,0,16,27,45,62,28,20,22,40,3,0,0,59,60.4304207119741,12,33,263,9
"918",202835,"F19","SPA 22","terrible","19","Female","English",NA,"no","none",2,4,3,2,"No",22,7,1,31,39,49,32,5,2,5,0,5,9,18,0,10,0,12,20,55,59,15,14,31,49,1,0,0,42,60.8334848501854,14,32,256,11
"919",202905,"F19","SPA 24","terrible","19",NA,"English",NA,NA,NA,3,3,2,3,"No",24,5,0,33,38,54,35,3,0,4,0,12,36,0,0,2,0,22,23,50,66,24,15,37,54,0,0,0,35,42.4143854835692,23,31,293,11
"920",202905,"W19","SPA 22","terrible","18","Female","English",NA,NA,NA,2,3,2,4,"No",22,1,0,36,37,55,36,1,0,1,4,13,25,3,0,8,1,11,21,55,60,25,10,41,55,2,0,0,37,52.1483870967742,11,47,274,11
"921",202959,"F18","SPA 1","terrible","21","Female","English",NA,NA,"German for 3 years in High School",1,1,1,1,"No",1,0,0,24,24,33,24,0,0,1,0,8,18,1,1,4,0,9,8,28,35,15,10,19,33,0,0,0,23,57.3972123560435,10,25,155,4
"922",203005,"S19","SPA 2","terrible","25","Female",NA,NA,"no ",NA,2,2,1,2,"No",2,18,1,31,50,75,49,1,0,4,5,16,16,12,2,19,1,15,31,49,59,35,12,44,75,2,1,0,33,65.7566530661164,19,52,321,7
"923",203065,"F18","SPA 22","terrible","18","Male","English,Spanish",NA,"I speak Spanish at home.",NA,3,3,4,2,"No",22,1,0,37,38,56,38,0,0,10,4,4,15,2,0,20,1,16,23,67,106,13,15,59,56,1,2,0,31,62.7724176925647,14,35,380,12
"924",203138,"F19","SPA 23","terrible","19

 ","Female","Spanish",NA,"Spanish",NA,4,3,3,3,"No",23,22,0,18,40,59,37,3,0,2,6,11,18,19,0,3,0,10,27,51,51,21,16,33,59,2,0,0,20,67.1181913185598,12,43,269,13
"925",203237,"F19","SPA 1","terrible","19","Female","English",NA,"Vietnamese","Vietnamese - 3 years+",2,3,2,2,"No",1,0,0,20,20,32,19,1,0,2,1,9,20,0,0,0,0,6,15,22,32,4,11,18,32,4,6,0,24,53.436859577426,7,22,150,9
"926",203240,"F18","SPA 1","terrible","18","Female","Other","My native and primary language is Hmong.","Yes, Hmong.","None.",2,3,4,3,"No",1,19,0,10,29,38,29,0,0,1,0,8,28,0,0,1,0,8,19,50,56,23,13,42,38,2,1,0,27,56.1642400074191,10,28,252,12
"927",203240,"F19","SPA 21","terrible","I am 19 years old.","Female","Other","My native language is Hmong.","Yes, Hmong.",NA,3,4,2,3,"No",21,19,0,44,63,86,60,3,0,8,3,12,14,11,0,36,2,20,46,58,66,28,23,33,86,6,1,0,47,74.6080291970803,27,55,369,12
"928",203240,"W19","SPA 3","terrible","18","Female","Other","Hmong","Yes, Hmong","none",2,4,4,4,"No",3,19,1,25,45,59,42,3,0,4,1,9,6,4,1,33,1,15,28,47,49,20,20,27,59,1,0,0,32,70.6099774723301,18,40,266,14
"929",203249,"F18","SPA 21","terrible","Yo tengo 18 años. ","Female","English",NA,NA,NA,2,3,2,3,"No",21,21,0,41,62,94,59,3,0,6,3,23,4,22,0,35,1,28,34,53,62,38,29,54,94,1,0,0,57,81.1622945430638,33,69,401,10
"930",203436,"S19","SPA 3","terrible","I am nineteen years old","Female","English","My native language I would say is English. ","I speak to my parents in mostly English. I know a little bit of Korean and Mandarin. I speak to my dad all in English and he responds to me in English. While my stepmom, whose knows Mandarin and Korean, will talk to me in Mandarin and I would respond back in Korean","I started studying Spanish first. But I started to pick up Korean about a year ago on my own. ",3,4,4,3,"No",3,7,1,39,47,60,44,2,1,3,3,7,39,2,0,5,0,19,27,56,102,18,15,49,60,4,0,2,78,56.0215601884979,16,45,353,14
"931",203548,"F18","SPA 2","terrible","18","Female","English",NA,NA,NA,1,1,2,2,"No",2,5,0,34,39,45,38,1,0,0,0,6,12,8,0,19,0,13,26,48,60,24,18,29,45,0,0,0,33,61.3110158693386,15,31,264,6
"932",203901,"S19","SPA 2","terrible","19","Female","Mandarin",NA,"Mandarin","English: 16 years

German: 2 years",1,1,1,1,"No",2,7,4,27,38,50,37,0,1,1,0,11,35,0,0,2,0,23,9,37,64,25,19,25,50,0,0,0,76,41.8333333333333,21,34,251,4
"933",203950,"F18","SPA 23","terrible","18","Female","English",NA,NA,NA,3,3,3,4,"No",23,16,1,32,49,61,47,2,0,5,1,6,7,13,0,26,3,12,27,25,37,40,31,17,61,2,0,0,42,63.9939427312775,13,41,251,13
"934",203994,"F19","SPA 2","terrible","20","Female","English","None.","No","I haven't learned any.",2,3,1,2,"No",2,13,2,38,53,72,51,2,0,10,3,6,7,23,0,23,0,20,22,32,39,21,18,16,72,6,1,1,54,66.3768472906404,19,43,252,8
"935",203995,"F19","SPA 2","terrible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,37,37,42,36,1,0,2,1,2,25,2,0,10,0,18,15,61,81,11,12,22,42,0,0,0,35,35.6584230433518,16,25,263,NA
"936",204076,"F19","SPA 24","terrible","19","Female","English","N/a","N/a","N/a",4,4,3,4,"No",24,5,0,28,33,46,32,1,0,3,1,9,18,2,0,13,0,17,26,36,55,27,18,34,46,0,0,0,49,54.5952381776639,16,31,259,15
"937",204076,"W19","SPA 22","terrible","18","Female","English","n/a","n/a","n/a",3,4,3,3,"No",22,12,0,25,37,56,37,0,0,8,2,9,8,13,0,16,0,14,26,55,59,22,20,33,56,4,0,0,25,74.6007212699179,17,35,286,13
"938",204177,"F19","SPA 2","terrible","19","Female","English",NA,NA,NA,4,4,4,4,"No",2,38,1,19,58,80,57,0,1,4,0,18,53,2,0,2,0,17,36,54,53,19,25,32,80,6,0,0,52,91.4005816623297,20,58,320,16
"939",204253,"F19","SPA 2","terrible","19","Male","English","English","Vietnamese","I studied Vietnamese for three years.",2,3,2,3,"No",2,0,0,42,42,52,41,1,0,4,0,6,40,0,0,2,0,7,14,40,57,34,10,31,52,1,2,0,41,44.658658173105,11,43,253,10
"940",204269,"F19","SPA 22","terrible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,22,0,27,49,68,46,3,0,4,1,14,13,14,0,20,2,22,28,42,54,24,23,24,68,0,0,0,50,83.4387107018101,23,52,287,NA
"941",204269,"S19","SPA 21","terrible","18","Female","English","English","Armenian","I have not studied a different language ",2,4,3,4,"No",21,0,0,44,44,49,44,0,0,1,0,4,1,28,0,15,0,4,14,52,72,28,8,37,49,3,4,0,43,51.5684210526316,5,38,276,13
"942",204312,"F19","SPA 23","terrible","20","Female","English",NA,NA,NA,4,3,3,4,"Yes",23,11,1,29,41,60,40,1,0,3,3,13,16,9,0,12,4,24,25,44,55,21,21,39,60,5,0,0,25,100.925569773624,24,38,298,14
"943",204312,"S19","SPA 21","terrible","19","Female","English",NA,NA,"nope",3,4,3,3,"Yes",21,18,1,28,47,62,46,0,1,4,4,7,17,15,0,11,3,14,40,47,49,27,29,28,62,1,0,0,38,74.9447741748697,18,41,299,13
"944",204312,"W19","SPA 3","terrible","19","Female,Male","English","n/a","nope","n/a",4,4,2,3,"Yes",3,13,0,22,35,46,34,1,0,8,0,3,18,10,0,7,0,14,20,45,62,17,16,33,46,0,0,1,31,78.575055187638,20,25,257,13
"945",204372,"F19","SPA 3","terrible","19","Female","Other","Punjabi/Hindi","Punjabi","none",3,4,3,3,"No",3,0,0,46,46,66,43,3,0,4,2,14,4,11,0,29,2,11,25,50,61,18,13,35,66,4,0,0,35,71.1671840914586,13,53,279,13
"946",204372,"S19","SPA 2","terrible","19","Female","Other","Punjabi","Punjabi","I have not studied any other languages other than Spanish nor my native language. ",3,3,4,2,"No",2,31,0,22,53,73,53,0,0,7,0,13,6,13,0,34,0,13,21,38,51,23,15,25,73,3,1,0,47,111.592105263158,19,53,257,12
"947",204379,"F18","SPA 1","terrible","18","Female","English","no","no","yes, I took Spanish in high school as well for 3 years, however my program was extreamly  weak and we did not learn much Spanish. ",1,1,1,1,"No",1,3,0,19,22,31,22,0,0,0,1,8,21,0,0,1,0,18,12,23,52,1,8,5,31,0,0,0,48,35.7273300634923,18,27,150,4
"948",204379,"W19","SPA 2","terrible","18","Female","English",NA,"none","none",2,2,2,2,"No",2,13,0,12,25,35,25,0,0,2,1,7,16,1,0,8,0,11,24,36,82,21,21,14,35,5,0,0,55,42.7247043961993,15,27,249,8
"949",204489,"F18","SPA 1","terrible","18","Female","English",NA,NA,NA,2,2,2,2,"No",1,1,0,14,15,28,15,0,0,7,3,3,7,6,0,2,0,10,13,34,36,12,3,15,28,0,0,0,8,62.776183426595,15,16,151,8
"950",204489,"F19","SPA 21","terrible","19","Female","English","N/a","N/a","N/a",2,3,3,3,"No",21,19,0,18,37,47,36,1,0,2,1,7,31,4,0,0,2,12,19,43,56,29,15,38,47,0,0,0,37,59.0827491997433,15,33,259,11
"951",204489,"S19","SPA 3","terrible","19","Female","English",NA,NA,NA,2,3,2,3,"No",3,2,0,39,41,56,41,0,0,4,2,9,5,9,0,23,4,13,23,45,50,24,15,26,56,2,0,0,25,65.7697255574614,16,41,250,10
"952",204489,"W19","SPA 2","terrible","18","Female","English","n/a","n/a","n/a",2,3,2,3,"No",2,34,1,13,48,58,47,0,1,3,3,4,16,2,0,29,0,13,30,40,48,15,13,39,58,1,0,0,40,49.0971015392254,15,39,255,10
"953",204492,"F18","SPA 23","terrible","18","Female,Male","English",NA,NA,NA,3,4,2,3,"No",23,0,0,42,42,50,42,0,0,2,1,5,1,6,0,29,6,19,29,58,65,27,19,27,50,2,0,0,39,84.5876054925202,23,43,296,12
"954",204503,"F18","SPA 1","terrible","20","Female","Mandarin",NA,"Mandarin，Cantonese","I study English for ten years

Spanish 1 month",1,1,1,1,"No",1,14,0,12,26,33,23,3,0,2,2,3,25,1,0,0,0,8,7,21,42,10,7,10,33,3,0,0,37,50.8239669592962,11,21,147,4
"955",204540,"S19","SPA 1","terrible","23","Female","Other","Vietnamese.","Vietnamese.","I've been studying English for 10 years.",1,2,2,2,"No",1,5,0,19,24,30,23,1,0,2,1,3,23,0,0,1,0,8,13,20,38,14,13,21,30,1,0,0,56,28.2242774566474,10,21,156,7
"956",204564,"F18","SPA 1","terrible","I am 18","Female","English,Other","I speak Arabic","I speak Arabic within my household but I also speak English a lot of the time","I only took Arabic and English since I was in preschool and until high school",3,3,3,3,"No",1,14,0,13,27,37,27,0,0,4,0,6,7,9,0,11,0,7,13,21,27,19,13,20,37,0,0,0,23,64.4855477289288,9,26,157,12
"957",204564,"F19","SPA 21","terrible","19","Female","Other","Arabic","Arabic","Arabic for 29 years",4,4,2,3,"No",21,3,0,64,67,90,62,5,0,7,3,13,6,28,0,33,0,10,28,54,62,33,25,36,90,1,0,0,48,70.4631797007126,14,63,339,13
"958",204564,"S19","SPA 3","terrible","18","Female","English,Other","Arabic","Arabic","I have taken English since I was a child. I was raised with both English and Arabic in my household",3,3,2,3,"No",3,20,0,28,48,67,41,6,1,6,3,10,11,12,1,23,0,7,25,40,52,28,17,30,67,2,0,0,34,70.6071990558615,14,44,266,11
"959",204564,"W19","SPA 2","terrible","18","Female","Other","Arabic","Arabic ","I only studied English and Arabic",2,3,2,3,"No",2,0,43,11,54,66,52,1,1,5,1,6,9,0,0,44,0,9,32,41,52,23,25,27,66,1,0,0,39,53.6580261350559,14,53,275,10
"960",204610,"S19","SPA 2","terrible",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,18,0,32,50,75,45,5,0,10,1,14,29,5,2,8,6,18,32,42,48,39,25,34,75,1,0,0,33,98.5101039827349,19,38,319,NA
"961",204763,"F19","SPA 24","terrible","19","Male","Spanish",NA,"Spanish",NA,5,4,5,5,"Yes",24,2,1,52,55,76,52,3,0,2,4,15,48,1,1,1,4,23,33,69,65,37,20,37,76,0,0,0,30,52.682468224969,23,49,353,19
"962",204900,"S19","SPA 1","terrible","22","Female","English",NA,"no","American Sign Language 1 yr",1,1,1,1,"No",1,0,0,28,28,34,28,0,0,1,0,5,28,0,0,0,0,15,9,29,43,10,9,10,34,0,1,1,28,40.25,17,20,161,4
"963",204910,"W19","SPA 24","terrible","18","Male","Spanish",NA,"Spanish",NA,5,5,5,4,"Yes",24,14,0,24,38,71,36,2,0,9,2,22,24,3,0,11,0,18,19,60,68,27,15,55,71,5,0,0,39,85.5,19,48,342,19
"964",204912,"F19","SPA 22","terrible","19","Female","English",NA,"No",NA,3,5,2,3,"No",22,10,0,24,34,55,34,0,0,10,2,9,19,3,0,12,0,18,22,48,60,26,9,31,55,0,0,0,35,76.0328246655892,21,29,269,13
